Potential,Value,ShortPassing,BallControl,Reactions,Composure
0.14893617021276606,-0.9852320675105485,0.31506849315068486,0.23943661971830998,0.1200000000000001,0.18918918918918903
-0.02127659574468055,-0.9628691983122363,0.36986301369863006,0.295774647887324,0.30666666666666664,0.16216216216216206
0.4893617021276597,-0.8059071729957806,0.6438356164383561,0.408450704225352,0.4666666666666668,0.2432432432432432
0.1914893617021276,-0.9426160337552743,-0.04109589041095907,-0.09859154929577452,0.14666666666666672,0.1351351351351351
-0.31914893617021267,-0.9936708860759493,0.23287671232876717,0.09859154929577474,0.1200000000000001,0.08108108108108114
-0.06382978723404253,-0.9954430379746836,-0.04109589041095907,-0.09859154929577452,-0.040000000000000036,-0.3513513513513513
-0.44680851063829774,-0.9972995780590718,-0.06849315068493156,-0.07042253521126751,0.040000000000000036,0.16216216216216206
0.27659574468085113,-0.8734177215189873,0.5342465753424657,0.43661971830985946,0.41333333333333333,0.3513513513513513
-0.02127659574468055,-0.9969620253164557,0.17808219178082174,-0.15492957746478875,0.1200000000000001,-0.3783783783783785
0.06382978723404253,-0.9848101265822785,0.506849315068493,0.21126760563380298,0.14666666666666672,0.18918918918918903
-0.10638297872340408,-0.9843881856540084,0.20547945205479445,0.09859154929577474,0.14666666666666672,0.3783783783783783
-0.14893617021276606,-0.9940928270042194,0.09589041095890405,-0.21126760563380276,-0.17333333333333334,-0.43243243243243246
-0.1914893617021276,-0.9919831223628692,0.041095890410958846,-0.07042253521126751,0.1200000000000001,-0.4054054054054055
0.10638297872340452,-0.9949367088607595,0.041095890410958846,-0.18309859154929575,-0.11999999999999988,-0.43243243243243246
0.10638297872340452,-0.9172995780590717,0.26027397260273966,-0.15492957746478875,0.14666666666666672,0.1351351351351351
0.44680851063829774,-0.9257383966244725,0.09589041095890405,-0.464788732394366,-0.013333333333333197,-0.10810810810810811
-0.06382978723404253,-0.9763713080168777,0.041095890410958846,-0.18309859154929575,-0.040000000000000036,0.2432432432432432
-0.4042553191489362,-0.9959493670886076,0.06849315068493134,-0.04225352112676051,0.040000000000000036,0.08108108108108114
0.4042553191489362,-0.8227848101265822,0.42465753424657526,0.46478873239436647,0.3866666666666667,0.18918918918918903
-0.31914893617021267,-0.9956118143459916,-0.15068493150684947,-0.380281690140845,-0.013333333333333197,-0.24324324324324342
-0.06382978723404253,-0.9873417721518988,0.34246575342465757,0.267605633802817,0.3600000000000001,0.40540540540540526
0.4893617021276597,-0.7637130801687764,0.506849315068493,0.6901408450704225,0.3866666666666667,0.40540540540540526
0.27659574468085113,-0.9877637130801687,-0.2602739726027399,-0.49295774647887325,-0.09333333333333327,-0.43243243243243246
0.31914893617021267,-0.8059071729957806,0.5616438356164384,0.46478873239436647,0.52,0.43243243243243246
-0.02127659574468055,-0.9679324894514768,0.31506849315068486,0.408450704225352,0.17333333333333334,0.16216216216216206
0.2340425531914896,-0.9746835443037974,0.39726027397260255,0.380281690140845,0.2533333333333334,-0.027027027027027195
-0.06382978723404253,-0.9860759493670886,0.31506849315068486,0.09859154929577474,0.06666666666666665,0.1351351351351351
-0.23404255319148914,-0.9919831223628692,0.4794520547945207,0.15492957746478875,0.01333333333333342,0.10810810810810811
0.1914893617021276,-0.959493670886076,0.23287671232876717,0.23943661971830998,0.30666666666666664,-0.08108108108108114
-0.02127659574468055,-0.9831223628691983,0.12328767123287676,0.12676056338028174,0.06666666666666665,0.16216216216216206
-0.31914893617021267,-0.9969620253164557,-0.09589041095890405,-0.21126760563380276,0.01333333333333342,0.1351351351351351
0.2340425531914896,-0.9763713080168777,0.26027397260273966,-0.09859154929577452,-0.013333333333333197,-0.027027027027027195
-0.14893617021276606,-0.9915611814345991,0.15068493150684925,-0.014084507042253502,-0.013333333333333197,0.027027027027026973
0.06382978723404253,-0.959493670886076,0.23287671232876717,0.09859154929577474,0.2266666666666668,0.21621621621621623
0.27659574468085113,-1.0,-0.04109589041095907,0.295774647887324,0.14666666666666672,0.08108108108108114
0.5319148936170213,-0.7637130801687764,0.6712328767123288,0.6619718309859155,0.43999999999999995,0.3513513513513513
-0.1914893617021276,-0.9978059071729958,-0.2602739726027399,-0.26760563380281677,-0.22666666666666657,-0.21621621621621623
-0.27659574468085113,-0.990295358649789,0.12328767123287676,0.014084507042253502,0.14666666666666672,0.0
-0.02127659574468055,-0.9645569620253165,0.4794520547945207,0.380281690140845,0.2533333333333334,0.43243243243243246
-0.10638297872340408,-0.9856540084388186,0.31506849315068486,0.18309859154929597,0.2266666666666668,0.3783783783783783
-0.10638297872340408,-0.9869198312236287,0.06849315068493134,0.21126760563380298,0.09333333333333349,0.16216216216216206
0.021276595744680993,-0.9886075949367089,0.041095890410958846,0.15492957746478875,-0.17333333333333334,-0.32432432432432434
-0.14893617021276606,-0.9966244725738397,-0.013698630136986356,-0.09859154929577452,0.040000000000000036,-0.16216216216216228
0.10638297872340452,-1.0,0.452054794520548,0.380281690140845,0.3600000000000001,0.4864864864864864
0.6170212765957448,-0.920675105485232,0.31506849315068486,0.380281690140845,0.14666666666666672,0.29729729729729737
0.1914893617021276,-0.9831223628691983,0.20547945205479445,-0.18309859154929575,-0.06666666666666665,-0.24324324324324342
0.021276595744680993,-0.9952742616033755,0.23287671232876717,-0.07042253521126751,0.01333333333333342,-0.5405405405405406
0.4893617021276597,-0.6455696202531646,0.6986301369863015,0.6056338028169015,0.5733333333333333,0.5135135135135136
-0.02127659574468055,-0.9578059071729957,0.42465753424657526,0.267605633802817,0.19999999999999996,0.40540540540540526
-0.1914893617021276,-0.9907172995780591,0.15068493150684925,0.09859154929577474,0.19999999999999996,0.16216216216216206
0.06382978723404253,-0.9341772151898734,0.452054794520548,0.267605633802817,0.19999999999999996,0.2432432432432432
0.021276595744680993,-0.9961181434599156,-0.3972602739726028,-0.323943661971831,-0.17333333333333334,-0.32432432432432434
0.2340425531914896,-0.8396624472573839,0.5890410958904106,0.5211267605633805,0.3866666666666667,0.43243243243243246
0.2340425531914896,-0.8987341772151899,0.5342465753424657,0.408450704225352,0.4666666666666668,0.5135135135135136
-0.06382978723404253,-0.9954430379746836,0.06849315068493134,0.014084507042253502,-0.013333333333333197,-0.32432432432432434
0.14893617021276606,-0.9886075949367089,0.20547945205479445,0.12676056338028174,0.1200000000000001,-0.21621621621621623
-0.3617021276595742,-0.9962869198312236,0.09589041095890405,0.014084507042253502,-0.06666666666666665,-0.027027027027027195
0.06382978723404253,-0.9932489451476794,-0.4794520547945207,-0.26760563380281677,-0.19999999999999996,-0.05405405405405417
-0.1914893617021276,-0.9924050632911392,0.31506849315068486,0.09859154929577474,0.19999999999999996,0.10810810810810811
-0.31914893617021267,-0.9940928270042194,0.17808219178082174,0.09859154929577474,0.2266666666666668,0.2432432432432432
0.06382978723404253,-0.9981434599156118,-0.5068493150684932,-0.352112676056338,-0.11999999999999988,-0.6216216216216217
0.06382978723404253,-0.9898734177215189,-0.04109589041095907,-0.09859154929577452,-0.013333333333333197,-0.10810810810810811
0.1914893617021276,-0.9924050632911392,-0.04109589041095907,-0.07042253521126751,0.19999999999999996,0.027027027027026973
0.31914893617021267,-0.9746835443037974,0.31506849315068486,0.07042253521126773,0.1200000000000001,-0.027027027027027195
0.4893617021276597,-0.9476793248945148,0.4794520547945207,0.380281690140845,0.1200000000000001,0.2432432432432432
-0.31914893617021267,-0.9945147679324895,-0.15068493150684947,0.014084507042253502,-0.040000000000000036,-0.1351351351351351
-0.06382978723404253,-0.979746835443038,0.12328767123287676,0.267605633802817,0.09333333333333349,0.21621621621621623
0.4893617021276597,-0.6371308016877637,0.6712328767123288,0.6338028169014085,0.6000000000000001,0.45945945945945965
